,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1619,Bill McCarthy,Kamala Harris “has not formally taken questions from the press a single time” since she was announced as Joe Biden’s vice presidential pick.,Dinesh D'Souza,"September 25, 2020",false,FAKE,0
1620,Madison Czopek,"Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",Viral image,"September 25, 2020",false,FAKE,0
1621,Ciara O'Rourke,"“Biden said today, if he loses, his people will keep burning, looting and killing.”",Facebook posts,"September 25, 2020",false,FAKE,0
1622,Clara Hendrickson,“James is the only Senate candidate in a battleground state who has refused to take a position” on whether the Senate should promptly vote on Trump’s Supreme Court nominee,Michigan Democratic Party,"September 25, 2020",mostly-true,FAKE,0
1623,Noah Y.,Says Judge Amy Coney Barrett said that “gays have a right to be discriminated against because they are against God’s wishes” and that “white people are God’s chosen ones.”,Facebook posts,"• September 25,",false,FAKE,0
1624,Tom Kertscher,"Says Sara Gideon ""voted to defund"" the Freeport police ""and gave the money to a nonprofit she helped run.""",Susan Collins,"September 25, 2020",false,FAKE,0
1625,Ciara O'Rourke,"“Coroner saying George Floyd died of drug overdose, not police brutality.”",Bloggers,"September 25, 2020",false,FAKE,0
1626,Madlin Mekelburg,“In the last 10 years less than half of adults in the U.S. received a flu shot.”,Michael Burgess,"September 25, 2020",true,REAL,1
1627,Madison Czopek,"Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",Facebook posts,"September 25, 2020",false,FAKE,0
1628,Eric Litke,“(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”,Chris Larson,"September 25, 2020",true,REAL,1
1629,Jessica Calefati,"Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania.""",Donald Trump,"September 25, 2020",false,FAKE,0
1630,Daniel Funke,"A U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky., and is linked to “a George Soros-funded initiative.”",Facebook posts,"September 24, 2020",barely-true,FAKE,0
1631,Miriam Valverde,Says Joe Biden “tried to cut Social Security and Medicare for decades. … Now Biden’s promising your benefits to illegal immigrants.”,Donald Trump,"September 24, 2020",barely-true,FAKE,0
1632,Tom Kertscher,"""When California faced a budget crisis,"" Christy Smith ""voted to lay off teachers and then voted to increase her pay.""",Congressional Leadership Fund,"September 24, 2020",barely-true,FAKE,0
1633,Clara Hendrickson,“Only one” Black-owned restaurant in Michigan received a loan through the Paycheck Protection Program,Kamala Harris,"September 24, 2020",barely-true,FAKE,0
1634,Clara Hendrickson,Says “John James supported Betsy DeVos’ agenda to cut public school funding and put it into wealthy private schools instead.”,Senate Majority PAC,"September 24, 2020",barely-true,FAKE,0
1635,Louis Jacobson,"Says Donald Trump is “the worst jobs president in recorded history.""",Joe Biden,"September 24, 2020",half-true,FAKE,0
1636,Paul Specht,Says Thom Tillis has been “blocking his own party’s efforts to reduce the cost of prescription drugs.”,Cal Cunningham,"September 24, 2020",half-true,FAKE,0
1637,Ciara O'Rourke,Photo shows Dianne Feinstein “bullying” Lisa Murkowski over “the now empty seat of the late Justice Ruth Bader Ginsburg.”,Bloggers,"September 23, 2020",false,FAKE,0
1638,Daniel Funke,Quotes Sen. Mitt Romney as saying: “The Merrick Garland decision wasn’t unfair & the notion that someone has to pay the price to make up for it is wrong.”,Instagram posts,"September 23, 2020",half-true,FAKE,0
1639,Madison Czopek,"Quotes Ronald Reagan as saying, “Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.”",Viral image,"September 23, 2020",false,FAKE,0
1640,Ciara O'Rourke,“Guess who is the marketing CEO of Zoom? Pelosi’s daughter/Newsome’s cousin.”,Viral image,"September 23, 2020",false,FAKE,0
1641,Ciara O'Rourke,Says Facebook “is banning Trump from advertising for president.”,Facebook posts,"September 23, 2020",false,FAKE,0
1642,Noah Y.,"""Biden wants to end Shareholder Capitalism.. that's your 401k..your pensions.. your retirement.. are you voting for that???""",Facebook posts,"• September 23,",barely-true,FAKE,0
1643,Samantha Putterman,"A clip of Joe Biden shows him reading a response to an interview question from a teleprompter, saying “I lost that line.”",Instagram posts,"September 23, 2020",pants-fire,FAKE,0
1644,Amy Sherman,“24 of every 100 kids in school today speak Spanish.”,Joe Biden,"September 23, 2020",half-true,FAKE,0
1645,Ciara O'Rourke,Photos show children in cages.,Viral image,"September 23, 2020",false,FAKE,0
1646,Paul Specht,Says “some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!”,Donald Trump,"September 22, 2020",barely-true,FAKE,0
1647,Ciara O'Rourke,“Joe Biden completely botches the Pledge of Allegiance.”,Tweets,"September 22, 2020",false,FAKE,0
1648,Eric Litke,On whether to nominate and confirm a Supreme Court justice in a presidential election year,Tammy Baldwin,"September 22, 2020",full-flop,FAKE,0
1649,Eric Litke,On whether to nominate and confirm a Supreme Court justice in a presidential election year,Ron Johnson,"September 22, 2020",full-flop,FAKE,0
1650,Jon Greenberg,"“Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",William Barr,"September 22, 2020",false,FAKE,0
1651,Ciara O'Rourke,“Facebook is creating these #firstborn and #secondborn challenges so the IRS can confirm who y’all claiming on them taxes as dependents.”,Facebook posts,"September 22, 2020",false,FAKE,0
1652,Samantha Putterman,Says “Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.”,Facebook posts,"September 22, 2020",false,FAKE,0
1653,Warren Fiske,“82% of Americans...would experience a tax increase if Biden were elected.”,Bob Good,"September 22, 2020",false,FAKE,0
1654,Ciara O'Rourke,"“We indicted someone in Texas, 1,700 ballots collected from people who could vote, he made them out and voted for the person he wanted to.”",William Barr,"September 22, 2020",false,FAKE,0
1655,Ciara O'Rourke,Photo shows Jacob Blake’s “14-year-old rape victim.”,Viral image,"September 22, 2020",false,FAKE,0
1656,Bill McCarthy,“The Trump campaign asked that I release the list (of potential Supreme Court nominees) only after (Ruth Bader Ginsburg) passed away.”,Joe Biden,"September 22, 2020",false,FAKE,0
1657,Louis Jacobson,On confirming a Supreme Court nominee in a presidential election year.,Mitch McConnell,"September 22, 2020",full-flop,FAKE,0
1658,Miriam Valverde,On confirming a Supreme Court nominee in a presidential election year.,Charles Schumer,"September 22, 2020",full-flop,FAKE,0
1659,Noah Y.,"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.""",Brian Kolfage,"• September 22,",false,FAKE,0
1660,Ciara O'Rourke,A Time magazine cover shows Donald Trump looking at a child in a cage.,Viral image,"September 21, 2020",false,FAKE,0
1661,Samantha Putterman,The man in a mugshot is “responsible for lighting 32 of the wildfires” on the West Coast.,Facebook posts,"September 21, 2020",false,FAKE,0
1662,Ciara O'Rourke,A Time magazine cover calls Donald Trump the “Worst. President. Ever.”,Viral image,"September 21, 2020",pants-fire,FAKE,0
1663,Hayat Norimine,“PHIL MURPHY ONLY ALLOWING IN PERSON VOTING ON Election Day AT PRUDENTIAL CENTER IN NEWARK NJ - Calling it a #SuperPollingStation”,Facebook posts,"September 21, 2020",barely-true,FAKE,0
1664,Jon Greenberg,On confirming a Supreme Court justice nominee in a presidential election year.,Lindsey Graham,"September 21, 2020",full-flop,FAKE,0
1665,Ciara O'Rourke,"Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""",Viral image,"September 21, 2020",false,FAKE,0
1666,Miriam Valverde,"“Nearly 2 out of 3 Americans want to reduce legal immigration from 1 million per year down to 500,000 or less.”",NumbersUSA,"September 21, 2020",half-true,FAKE,0
1667,Clara Hendrickson,"""Candidate Slotkin had presented herself as a moderate and as someone who’d be independent-minded, but her time in office was making it increasingly clear that no, she was very partisan, voting 96% of the time with Speaker Pelosi.""",Paul Junge,"September 21, 2020",barely-true,FAKE,0
1668,Louis Jacobson,“There's no court session between now and the end of this election.”,Joe Biden,"September 21, 2020",false,FAKE,0
1669,Ciara O'Rourke,Students no longer say the Pledge of Allegiance in schools.,Viral image,"September 21, 2020",false,FAKE,0
1670,Noah Y.,"""This Is Real: Biden Waves To An Empty Field.""",Facebook posts,"• September 21,",false,FAKE,0
1671,Louis Jacobson,"“4 republican senators now on board...no vote until January on (Supreme Court): Murkowski, Romney, Collins, Grassley.”",Facebook posts,"September 20, 2020",false,FAKE,0
1672,Katie Sanders,"Says Ruth Bader Ginsburg tweeted, “I have information that will lead to the arrest of Hillary Clinton.”",Instagram posts,"September 20, 2020",pants-fire,FAKE,0
1673,Bill McCarthy,"""If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data.""",Joe Biden,"September 18, 2020",false,FAKE,0
1674,Madison Czopek,"“Last year alone, 10 million fell ill from TB and 1.5 million died. ... Why don’t we wear masks for TB?”",Viral image,"September 18, 2020",barely-true,FAKE,0
1675,Tom Kertscher,"Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves.""",Democratic Congressional Campaign Committee,"September 18, 2020",barely-true,FAKE,0
1676,Madison Czopek,“A portion of everything you pay A.A.R.P goes directly to the Democratic Party.”,Facebook posts,"September 18, 2020",false,FAKE,0
1677,Ciara O'Rourke,"“Epstein dies while in custody, his private banker is found dead, a judge had a trial regarding Epstein and the Deutsche Bank. Her son has been killed now and her husband has been shot. The shooter who shot the son and shot the judge’s husband has now also been found dead.”",Viral image,"September 18, 2020",false,FAKE,0
1678,Samantha Putterman,"Quotes Kamala Harris as saying “Take the guns first. Go through due process second, I like taking the guns early.”",Facebook posts,"September 18, 2020",pants-fire,FAKE,0
1679,Louis Jacobson,"When President Donald Trump walked across Lafayette Square to a church, he held the Bible upside down.",Joe Biden,"September 18, 2020",pants-fire,FAKE,0
1680,Noah Y.,“Bill Gates says you don't have a choice to be vaccinated or not.”,YouTube videos,"• September 18,",false,FAKE,0
1681,Madison Czopek,“Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography”,Viral image,"September 18, 2020",false,FAKE,0
1682,Julie Appleby,Says he authored legislation “to guarantee coverage to people with pre-existing conditions -- no matter what happens to Obamacare.”,Cory Gardner,"September 18, 2020",false,FAKE,0
1683,Bill McCarthy,“CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.”,Facebook posts,"September 18, 2020",false,FAKE,0
1684,Ciara O'Rourke,“CDC Director Robert Redfield says healthy people should NOT wear masks.”,Instagram posts,"September 18, 2020",false,FAKE,0
1685,Paul Schloesser,"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",Caleb Rowden,"September 18, 2020",true,REAL,1
1686,Ciara O'Rourke,“Nobody is found dead of corona in their homes.. They all die at the hospital.”,Facebook posts,"September 18, 2020",false,FAKE,0
1687,Ciara O'Rourke,An antifa flyer encourages activists “to disguise yourselves as patriots/Trump supporters” on Nov. 4.,Viral image,"September 18, 2020",false,FAKE,0
1688,Eric Litke,"“So far, out of 175 arrested in Kenosha, 102 were not from Kenosha. Rioting has become its own industry.”",Facebook posts,"September 18, 2020",barely-true,FAKE,0
1689,Samantha Putterman,Says Donald Trump funded a Veterans Day parade 26 years ago in New York City after the city refused to pay.,Facebook posts,"September 17, 2020",mostly-true,FAKE,0
